year,period,periodName,latest,value,footnotes,calculations,DateTime,MonthOverMonth,3-Month,6-Month,YearOverYear
2015,M05,May,,5.6,[{}],"{'net_changes': {'1': '0.2', '3': '0.1', '6': '-0.2', '12': '-0.7'}, 'pct_changes': {'1': '3.7', '3': '1.8', '6': '-3.4', '12': '-11.1'}}",2015-05-01,0.2,0.1,-0.2,-0.7
2015,M04,April,,5.4,[{}],"{'net_changes': {'1': '0.0', '3': '-0.3', '6': '-0.3', '12': '-0.8'}, 'pct_changes': {'1': '0.0', '3': '-5.3', '6': '-5.3', '12': '-12.9'}}",2015-04-01,0.0,-0.3,-0.3,-0.8
2015,M03,March,,5.4,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.2', '6': '-0.5', '12': '-1.3'}, 'pct_changes': {'1': '-1.8', '3': '-3.6', '6': '-8.5', '12': '-19.4'}}",2015-03-01,-0.1,-0.2,-0.5,-1.3
2015,M02,February,,5.5,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.3', '6': '-0.6', '12': '-1.2'}, 'pct_changes': {'1': '-3.5', '3': '-5.2', '6': '-9.8', '12': '-17.9'}}",2015-02-01,-0.2,-0.3,-0.6,-1.2
2015,M01,January,,5.7,[{}],"{'net_changes': {'1': '0.1', '3': '0.0', '6': '-0.5', '12': '-0.9'}, 'pct_changes': {'1': '1.8', '3': '0.0', '6': '-8.1', '12': '-13.6'}}",2015-01-01,0.1,0.0,-0.5,-0.9
2014,M12,December,,5.6,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.3', '6': '-0.5', '12': '-1.1'}, 'pct_changes': {'1': '-3.4', '3': '-5.1', '6': '-8.2', '12': '-16.4'}}",2014-12-01,-0.2,-0.3,-0.5,-1.1
2014,M11,November,,5.8,[{}],"{'net_changes': {'1': '0.1', '3': '-0.3', '6': '-0.5', '12': '-1.1'}, 'pct_changes': {'1': '1.8', '3': '-4.9', '6': '-7.9', '12': '-15.9'}}",2014-11-01,0.1,-0.3,-0.5,-1.1
2014,M10,October,,5.7,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.5', '6': '-0.5', '12': '-1.5'}, 'pct_changes': {'1': '-3.4', '3': '-8.1', '6': '-8.1', '12': '-20.8'}}",2014-10-01,-0.2,-0.5,-0.5,-1.5
2014,M09,September,,5.9,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.2', '6': '-0.8', '12': '-1.3'}, 'pct_changes': {'1': '-3.3', '3': '-3.3', '6': '-11.9', '12': '-18.1'}}",2014-09-01,-0.2,-0.2,-0.8,-1.3
2014,M08,August,,6.1,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.2', '6': '-0.6', '12': '-1.1'}, 'pct_changes': {'1': '-1.6', '3': '-3.2', '6': '-9.0', '12': '-15.3'}}",2014-08-01,-0.1,-0.2,-0.6,-1.1
2014,M07,July,,6.2,[{}],"{'net_changes': {'1': '0.1', '3': '0.0', '6': '-0.4', '12': '-1.1'}, 'pct_changes': {'1': '1.6', '3': '0.0', '6': '-6.1', '12': '-15.1'}}",2014-07-01,0.1,0.0,-0.4,-1.1
2014,M06,June,,6.1,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.6', '6': '-0.6', '12': '-1.4'}, 'pct_changes': {'1': '-3.2', '3': '-9.0', '6': '-9.0', '12': '-18.7'}}",2014-06-01,-0.2,-0.6,-0.6,-1.4
2014,M05,May,,6.3,[{}],"{'net_changes': {'1': '0.1', '3': '-0.4', '6': '-0.6', '12': '-1.2'}, 'pct_changes': {'1': '1.6', '3': '-6.0', '6': '-8.7', '12': '-16.0'}}",2014-05-01,0.1,-0.4,-0.6,-1.2
2014,M04,April,,6.2,[{}],"{'net_changes': {'1': '-0.5', '3': '-0.4', '6': '-1.0', '12': '-1.4'}, 'pct_changes': {'1': '-7.5', '3': '-6.1', '6': '-13.9', '12': '-18.4'}}",2014-04-01,-0.5,-0.4,-1.0,-1.4
2014,M03,March,,6.7,[{}],"{'net_changes': {'1': '0.0', '3': '0.0', '6': '-0.5', '12': '-0.8'}, 'pct_changes': {'1': '0.0', '3': '0.0', '6': '-6.9', '12': '-10.7'}}",2014-03-01,0.0,0.0,-0.5,-0.8
2014,M02,February,,6.7,[{}],"{'net_changes': {'1': '0.1', '3': '-0.2', '6': '-0.5', '12': '-1.0'}, 'pct_changes': {'1': '1.5', '3': '-2.9', '6': '-6.9', '12': '-13.0'}}",2014-02-01,0.1,-0.2,-0.5,-1.0
2014,M01,January,,6.6,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.6', '6': '-0.7', '12': '-1.4'}, 'pct_changes': {'1': '-1.5', '3': '-8.3', '6': '-9.6', '12': '-17.5'}}",2014-01-01,-0.1,-0.6,-0.7,-1.4
2013,M12,December,,6.7,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.5', '6': '-0.8', '12': '-1.2'}, 'pct_changes': {'1': '-2.9', '3': '-6.9', '6': '-10.7', '12': '-15.2'}}",2013-12-01,-0.2,-0.5,-0.8,-1.2
2013,M11,November,,6.9,[{}],"{'net_changes': {'1': '-0.3', '3': '-0.3', '6': '-0.6', '12': '-0.8'}, 'pct_changes': {'1': '-4.2', '3': '-4.2', '6': '-8.0', '12': '-10.4'}}",2013-11-01,-0.3,-0.3,-0.6,-0.8
2013,M10,October,,7.2,[{}],"{'net_changes': {'1': '0.0', '3': '-0.1', '6': '-0.4', '12': '-0.6'}, 'pct_changes': {'1': '0.0', '3': '-1.4', '6': '-5.3', '12': '-7.7'}}",2013-10-01,0.0,-0.1,-0.4,-0.6
2013,M09,September,,7.2,[{}],"{'net_changes': {'1': '0.0', '3': '-0.3', '6': '-0.3', '12': '-0.6'}, 'pct_changes': {'1': '0.0', '3': '-4.0', '6': '-4.0', '12': '-7.7'}}",2013-09-01,0.0,-0.3,-0.3,-0.6
2013,M08,August,,7.2,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.3', '6': '-0.5', '12': '-0.9'}, 'pct_changes': {'1': '-1.4', '3': '-4.0', '6': '-6.5', '12': '-11.1'}}",2013-08-01,-0.1,-0.3,-0.5,-0.9
2013,M07,July,,7.3,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.3', '6': '-0.7', '12': '-0.9'}, 'pct_changes': {'1': '-2.7', '3': '-3.9', '6': '-8.8', '12': '-11.0'}}",2013-07-01,-0.2,-0.3,-0.7,-0.9
2013,M06,June,,7.5,[{}],"{'net_changes': {'1': '0.0', '3': '0.0', '6': '-0.4', '12': '-0.7'}, 'pct_changes': {'1': '0.0', '3': '0.0', '6': '-5.1', '12': '-8.5'}}",2013-06-01,0.0,0.0,-0.4,-0.7
2013,M05,May,,7.5,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.2', '6': '-0.2', '12': '-0.7'}, 'pct_changes': {'1': '-1.3', '3': '-2.6', '6': '-2.6', '12': '-8.5'}}",2013-05-01,-0.1,-0.2,-0.2,-0.7
2013,M04,April,,7.6,[{}],"{'net_changes': {'1': '0.1', '3': '-0.4', '6': '-0.2', '12': '-0.6'}, 'pct_changes': {'1': '1.3', '3': '-5.0', '6': '-2.6', '12': '-7.3'}}",2013-04-01,0.1,-0.4,-0.2,-0.6
2013,M03,March,,7.5,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.4', '6': '-0.3', '12': '-0.7'}, 'pct_changes': {'1': '-2.6', '3': '-5.1', '6': '-3.8', '12': '-8.5'}}",2013-03-01,-0.2,-0.4,-0.3,-0.7
2013,M02,February,,7.7,[{}],"{'net_changes': {'1': '-0.3', '3': '0.0', '6': '-0.4', '12': '-0.6'}, 'pct_changes': {'1': '-3.8', '3': '0.0', '6': '-4.9', '12': '-7.2'}}",2013-02-01,-0.3,0.0,-0.4,-0.6
2013,M01,January,,8.0,[{}],"{'net_changes': {'1': '0.1', '3': '0.2', '6': '-0.2', '12': '-0.3'}, 'pct_changes': {'1': '1.3', '3': '2.6', '6': '-2.4', '12': '-3.6'}}",2013-01-01,0.1,0.2,-0.2,-0.3
2012,M12,December,,7.9,[{}],"{'net_changes': {'1': '0.2', '3': '0.1', '6': '-0.3', '12': '-0.6'}, 'pct_changes': {'1': '2.6', '3': '1.3', '6': '-3.7', '12': '-7.1'}}",2012-12-01,0.2,0.1,-0.3,-0.6
2012,M11,November,,7.7,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.4', '6': '-0.5', '12': '-0.9'}, 'pct_changes': {'1': '-1.3', '3': '-4.9', '6': '-6.1', '12': '-10.5'}}",2012-11-01,-0.1,-0.4,-0.5,-0.9
2012,M10,October,,7.8,[{}],"{'net_changes': {'1': '0.0', '3': '-0.4', '6': '-0.4', '12': '-1.0'}, 'pct_changes': {'1': '0.0', '3': '-4.9', '6': '-4.9', '12': '-11.4'}}",2012-10-01,0.0,-0.4,-0.4,-1.0
2012,M09,September,,7.8,[{}],"{'net_changes': {'1': '-0.3', '3': '-0.4', '6': '-0.4', '12': '-1.2'}, 'pct_changes': {'1': '-3.7', '3': '-4.9', '6': '-4.9', '12': '-13.3'}}",2012-09-01,-0.3,-0.4,-0.4,-1.2
2012,M08,August,,8.1,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.1', '6': '-0.2', '12': '-0.9'}, 'pct_changes': {'1': '-1.2', '3': '-1.2', '6': '-2.4', '12': '-10.0'}}",2012-08-01,-0.1,-0.1,-0.2,-0.9
2012,M07,July,,8.2,[{}],"{'net_changes': {'1': '0.0', '3': '0.0', '6': '-0.1', '12': '-0.8'}, 'pct_changes': {'1': '0.0', '3': '0.0', '6': '-1.2', '12': '-8.9'}}",2012-07-01,0.0,0.0,-0.1,-0.8
2012,M06,June,,8.2,[{}],"{'net_changes': {'1': '0.0', '3': '0.0', '6': '-0.3', '12': '-0.9'}, 'pct_changes': {'1': '0.0', '3': '0.0', '6': '-3.5', '12': '-9.9'}}",2012-06-01,0.0,0.0,-0.3,-0.9
2012,M05,May,,8.2,[{}],"{'net_changes': {'1': '0.0', '3': '-0.1', '6': '-0.4', '12': '-0.8'}, 'pct_changes': {'1': '0.0', '3': '-1.2', '6': '-4.7', '12': '-8.9'}}",2012-05-01,0.0,-0.1,-0.4,-0.8
2012,M04,April,,8.2,[{}],"{'net_changes': {'1': '0.0', '3': '-0.1', '6': '-0.6', '12': '-0.9'}, 'pct_changes': {'1': '0.0', '3': '-1.2', '6': '-6.8', '12': '-9.9'}}",2012-04-01,0.0,-0.1,-0.6,-0.9
2012,M03,March,,8.2,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.3', '6': '-0.8', '12': '-0.8'}, 'pct_changes': {'1': '-1.2', '3': '-3.5', '6': '-8.9', '12': '-8.9'}}",2012-03-01,-0.1,-0.3,-0.8,-0.8
2012,M02,February,,8.3,[{}],"{'net_changes': {'1': '0.0', '3': '-0.3', '6': '-0.7', '12': '-0.7'}, 'pct_changes': {'1': '0.0', '3': '-3.5', '6': '-7.8', '12': '-7.8'}}",2012-02-01,0.0,-0.3,-0.7,-0.7
2012,M01,January,,8.3,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.5', '6': '-0.7', '12': '-0.8'}, 'pct_changes': {'1': '-2.4', '3': '-5.7', '6': '-7.8', '12': '-8.8'}}",2012-01-01,-0.2,-0.5,-0.7,-0.8
2011,M12,December,,8.5,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.5', '6': '-0.6', '12': '-0.8'}, 'pct_changes': {'1': '-1.2', '3': '-5.6', '6': '-6.6', '12': '-8.6'}}",2011-12-01,-0.1,-0.5,-0.6,-0.8
2011,M11,November,,8.6,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.4', '6': '-0.4', '12': '-1.2'}, 'pct_changes': {'1': '-2.3', '3': '-4.4', '6': '-4.4', '12': '-12.2'}}",2011-11-01,-0.2,-0.4,-0.4,-1.2
2011,M10,October,,8.8,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.2', '6': '-0.3', '12': '-0.6'}, 'pct_changes': {'1': '-2.2', '3': '-2.2', '6': '-3.3', '12': '-6.4'}}",2011-10-01,-0.2,-0.2,-0.3,-0.6
2011,M09,September,,9.0,[{}],"{'net_changes': {'1': '0.0', '3': '-0.1', '6': '0.0', '12': '-0.5'}, 'pct_changes': {'1': '0.0', '3': '-1.1', '6': '0.0', '12': '-5.3'}}",2011-09-01,0.0,-0.1,0.0,-0.5
2011,M08,August,,9.0,[{}],"{'net_changes': {'1': '0.0', '3': '0.0', '6': '0.0', '12': '-0.5'}, 'pct_changes': {'1': '0.0', '3': '0.0', '6': '0.0', '12': '-5.3'}}",2011-08-01,0.0,0.0,0.0,-0.5
2011,M07,July,,9.0,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.1', '6': '-0.1', '12': '-0.4'}, 'pct_changes': {'1': '-1.1', '3': '-1.1', '6': '-1.1', '12': '-4.3'}}",2011-07-01,-0.1,-0.1,-0.1,-0.4
2011,M06,June,,9.1,[{}],"{'net_changes': {'1': '0.1', '3': '0.1', '6': '-0.2', '12': '-0.3'}, 'pct_changes': {'1': '1.1', '3': '1.1', '6': '-2.2', '12': '-3.2'}}",2011-06-01,0.1,0.1,-0.2,-0.3
2011,M05,May,,9.0,[{}],"{'net_changes': {'1': '-0.1', '3': '0.0', '6': '-0.8', '12': '-0.6'}, 'pct_changes': {'1': '-1.1', '3': '0.0', '6': '-8.2', '12': '-6.3'}}",2011-05-01,-0.1,0.0,-0.8,-0.6
2011,M04,April,,9.1,[{}],"{'net_changes': {'1': '0.1', '3': '0.0', '6': '-0.3', '12': '-0.8'}, 'pct_changes': {'1': '1.1', '3': '0.0', '6': '-3.2', '12': '-8.1'}}",2011-04-01,0.1,0.0,-0.3,-0.8
2011,M03,March,,9.0,[{}],"{'net_changes': {'1': '0.0', '3': '-0.3', '6': '-0.5', '12': '-0.9'}, 'pct_changes': {'1': '0.0', '3': '-3.2', '6': '-5.3', '12': '-9.1'}}",2011-03-01,0.0,-0.3,-0.5,-0.9
2011,M02,February,,9.0,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.8', '6': '-0.5', '12': '-0.8'}, 'pct_changes': {'1': '-1.1', '3': '-8.2', '6': '-5.3', '12': '-8.2'}}",2011-02-01,-0.1,-0.8,-0.5,-0.8
2011,M01,January,,9.1,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.3', '6': '-0.3', '12': '-0.7'}, 'pct_changes': {'1': '-2.2', '3': '-3.2', '6': '-3.2', '12': '-7.1'}}",2011-01-01,-0.2,-0.3,-0.3,-0.7
2010,M12,December,,9.3,[{}],"{'net_changes': {'1': '-0.5', '3': '-0.2', '6': '-0.1', '12': '-0.6'}, 'pct_changes': {'1': '-5.1', '3': '-2.1', '6': '-1.1', '12': '-6.1'}}",2010-12-01,-0.5,-0.2,-0.1,-0.6
2010,M11,November,,9.8,[{}],"{'net_changes': {'1': '0.4', '3': '0.3', '6': '0.2', '12': '-0.1'}, 'pct_changes': {'1': '4.3', '3': '3.2', '6': '2.1', '12': '-1.0'}}",2010-11-01,0.4,0.3,0.2,-0.1
2010,M10,October,,9.4,[{}],"{'net_changes': {'1': '-0.1', '3': '0.0', '6': '-0.5', '12': '-0.6'}, 'pct_changes': {'1': '-1.1', '3': '0.0', '6': '-5.1', '12': '-6.0'}}",2010-10-01,-0.1,0.0,-0.5,-0.6
2010,M09,September,,9.5,[{}],"{'net_changes': {'1': '0.0', '3': '0.1', '6': '-0.4', '12': '-0.3'}, 'pct_changes': {'1': '0.0', '3': '1.1', '6': '-4.0', '12': '-3.1'}}",2010-09-01,0.0,0.1,-0.4,-0.3
2010,M08,August,,9.5,[{}],"{'net_changes': {'1': '0.1', '3': '-0.1', '6': '-0.3', '12': '-0.1'}, 'pct_changes': {'1': '1.1', '3': '-1.0', '6': '-3.1', '12': '-1.0'}}",2010-08-01,0.1,-0.1,-0.3,-0.1
2010,M07,July,,9.4,[{}],"{'net_changes': {'1': '0.0', '3': '-0.5', '6': '-0.4', '12': '-0.1'}, 'pct_changes': {'1': '0.0', '3': '-5.1', '6': '-4.1', '12': '-1.1'}}",2010-07-01,0.0,-0.5,-0.4,-0.1
2010,M06,June,,9.4,[{}],"{'net_changes': {'1': '-0.2', '3': '-0.5', '6': '-0.5', '12': '-0.1'}, 'pct_changes': {'1': '-2.1', '3': '-5.1', '6': '-5.1', '12': '-1.1'}}",2010-06-01,-0.2,-0.5,-0.5,-0.1
2010,M05,May,,9.6,[{}],"{'net_changes': {'1': '-0.3', '3': '-0.2', '6': '-0.3', '12': '0.2'}, 'pct_changes': {'1': '-3.0', '3': '-2.0', '6': '-3.0', '12': '2.1'}}",2010-05-01,-0.3,-0.2,-0.3,0.2
2010,M04,April,,9.9,[{}],"{'net_changes': {'1': '0.0', '3': '0.1', '6': '-0.1', '12': '0.9'}, 'pct_changes': {'1': '0.0', '3': '1.0', '6': '-1.0', '12': '10.0'}}",2010-04-01,0.0,0.1,-0.1,0.9
2010,M03,March,,9.9,[{}],"{'net_changes': {'1': '0.1', '3': '0.0', '6': '0.1', '12': '1.2'}, 'pct_changes': {'1': '1.0', '3': '0.0', '6': '1.0', '12': '13.8'}}",2010-03-01,0.1,0.0,0.1,1.2
2010,M02,February,,9.8,[{}],"{'net_changes': {'1': '0.0', '3': '-0.1', '6': '0.2', '12': '1.5'}, 'pct_changes': {'1': '0.0', '3': '-1.0', '6': '2.1', '12': '18.1'}}",2010-02-01,0.0,-0.1,0.2,1.5
2010,M01,January,,9.8,[{}],"{'net_changes': {'1': '-0.1', '3': '-0.2', '6': '0.3', '12': '2.0'}, 'pct_changes': {'1': '-1.0', '3': '-2.0', '6': '3.2', '12': '25.6'}}",2010-01-01,-0.1,-0.2,0.3,2.0
2009,M12,December,,9.9,[{}],"{'net_changes': {'1': '0.0', '3': '0.1', '6': '0.4', '12': '2.6'}, 'pct_changes': {'1': '0.0', '3': '1.0', '6': '4.2', '12': '35.6'}}",2009-12-01,0.0,0.1,0.4,2.6
2009,M11,November,,9.9,[{}],"{'net_changes': {'1': '-0.1', '3': '0.3', '6': '0.5', '12': '3.1'}, 'pct_changes': {'1': '-1.0', '3': '3.1', '6': '5.3', '12': '45.6'}}",2009-11-01,-0.1,0.3,0.5,3.1
2009,M10,October,,10.0,[{}],"{'net_changes': {'1': '0.2', '3': '0.5', '6': '1.0', '12': '3.5'}, 'pct_changes': {'1': '2.0', '3': '5.3', '6': '11.1', '12': '53.8'}}",2009-10-01,0.2,0.5,1.0,3.5
2009,M09,September,,9.8,[{}],"{'net_changes': {'1': '0.2', '3': '0.3', '6': '1.1', '12': '3.7'}, 'pct_changes': {'1': '2.1', '3': '3.2', '6': '12.6', '12': '60.7'}}",2009-09-01,0.2,0.3,1.1,3.7
2009,M08,August,,9.6,[{}],"{'net_changes': {'1': '0.1', '3': '0.2', '6': '1.3', '12': '3.5'}, 'pct_changes': {'1': '1.1', '3': '2.1', '6': '15.7', '12': '57.4'}}",2009-08-01,0.1,0.2,1.3,3.5
2009,M07,July,,9.5,[{}],"{'net_changes': {'1': '0.0', '3': '0.5', '6': '1.7', '12': '3.7'}, 'pct_changes': {'1': '0.0', '3': '5.6', '6': '21.8', '12': '63.8'}}",2009-07-01,0.0,0.5,1.7,3.7
2009,M06,June,,9.5,[{}],"{'net_changes': {'1': '0.1', '3': '0.8', '6': '2.2', '12': '3.9'}, 'pct_changes': {'1': '1.1', '3': '9.2', '6': '30.1', '12': '69.6'}}",2009-06-01,0.1,0.8,2.2,3.9
2009,M05,May,,9.4,[{}],"{'net_changes': {'1': '0.4', '3': '1.1', '6': '2.6', '12': '4.0'}, 'pct_changes': {'1': '4.4', '3': '13.3', '6': '38.2', '12': '74.1'}}",2009-05-01,0.4,1.1,2.6,4.0
2009,M04,April,,9.0,[{}],"{'net_changes': {'1': '0.3', '3': '1.2', '6': '2.5', '12': '4.0'}, 'pct_changes': {'1': '3.4', '3': '15.4', '6': '38.5', '12': '80.0'}}",2009-04-01,0.3,1.2,2.5,4.0
2009,M03,March,,8.7,[{}],"{'net_changes': {'1': '0.4', '3': '1.4', '6': '2.6', '12': '3.6'}, 'pct_changes': {'1': '4.8', '3': '19.2', '6': '42.6', '12': '70.6'}}",2009-03-01,0.4,1.4,2.6,3.6
2009,M02,February,,8.3,[{}],"{'net_changes': {'1': '0.5', '3': '1.5', '6': '2.2', '12': '3.4'}, 'pct_changes': {'1': '6.4', '3': '22.1', '6': '36.1', '12': '69.4'}}",2009-02-01,0.5,1.5,2.2,3.4
2009,M01,January,,7.8,[{}],"{'net_changes': {'1': '0.5', '3': '1.3', '6': '2.0', '12': '2.8'}, 'pct_changes': {'1': '6.8', '3': '20.0', '6': '34.5', '12': '56.0'}}",2009-01-01,0.5,1.3,2.0,2.8
2008,M12,December,,7.3,[{}],"{'net_changes': {'1': '0.5', '3': '1.2', '6': '1.7', '12': '2.3'}, 'pct_changes': {'1': '7.4', '3': '19.7', '6': '30.4', '12': '46.0'}}",2008-12-01,0.5,1.2,1.7,2.3
2008,M11,November,,6.8,[{}],"{'net_changes': {'1': '0.3', '3': '0.7', '6': '1.4', '12': '2.1'}, 'pct_changes': {'1': '4.6', '3': '11.5', '6': '25.9', '12': '44.7'}}",2008-11-01,0.3,0.7,1.4,2.1
2008,M10,October,,6.5,[{}],"{'net_changes': {'1': '0.4', '3': '0.7', '6': '1.5', '12': '1.8'}, 'pct_changes': {'1': '6.6', '3': '12.1', '6': '30.0', '12': '38.3'}}",2008-10-01,0.4,0.7,1.5,1.8
2008,M09,September,,6.1,[{}],"{'net_changes': {'1': '0.0', '3': '0.5', '6': '1.0', '12': '1.4'}, 'pct_changes': {'1': '0.0', '3': '8.9', '6': '19.6', '12': '29.8'}}",2008-09-01,0.0,0.5,1.0,1.4
2008,M08,August,,6.1,[{}],"{'net_changes': {'1': '0.3', '3': '0.7', '6': '1.2', '12': '1.5'}, 'pct_changes': {'1': '5.2', '3': '13.0', '6': '24.5', '12': '32.6'}}",2008-08-01,0.3,0.7,1.2,1.5
2008,M07,July,,5.8,[{}],"{'net_changes': {'1': '0.2', '3': '0.8', '6': '0.8', '12': '1.1'}, 'pct_changes': {'1': '3.6', '3': '16.0', '6': '16.0', '12': '23.4'}}",2008-07-01,0.2,0.8,0.8,1.1
2008,M06,June,,5.6,[{}],"{'net_changes': {'1': '0.2', '3': '0.5', '6': '0.6', '12': '1.0'}, 'pct_changes': {'1': '3.7', '3': '9.8', '6': '12.0', '12': '21.7'}}",2008-06-01,0.2,0.5,0.6,1.0
2008,M05,May,,5.4,[{}],"{'net_changes': {'1': '0.4', '3': '0.5', '6': '0.7', '12': '1.0'}, 'pct_changes': {'1': '8.0', '3': '10.2', '6': '14.9', '12': '22.7'}}",2008-05-01,0.4,0.5,0.7,1.0
2008,M04,April,,5.0,[{}],"{'net_changes': {'1': '-0.1', '3': '0.0', '6': '0.3', '12': '0.5'}, 'pct_changes': {'1': '-2.0', '3': '0.0', '6': '6.4', '12': '11.1'}}",2008-04-01,-0.1,0.0,0.3,0.5
2008,M03,March,,5.1,[{}],"{'net_changes': {'1': '0.2', '3': '0.1', '6': '0.4', '12': '0.7'}, 'pct_changes': {'1': '4.1', '3': '2.0', '6': '8.5', '12': '15.9'}}",2008-03-01,0.2,0.1,0.4,0.7
2008,M02,February,,4.9,[{}],"{'net_changes': {'1': '-0.1', '3': '0.2', '6': '0.3', '12': '0.4'}, 'pct_changes': {'1': '-2.0', '3': '4.3', '6': '6.5', '12': '8.9'}}",2008-02-01,-0.1,0.2,0.3,0.4
2008,M01,January,,5.0,[{}],"{'net_changes': {'1': '0.0', '3': '0.3', '6': '0.3', '12': '0.4'}, 'pct_changes': {'1': '0.0', '3': '6.4', '6': '6.4', '12': '8.7'}}",2008-01-01,0.0,0.3,0.3,0.4
