year,period,periodName,latest,value,footnotes,calculations,DateTime,MonthOverMonth,3-Month,6-Month,YearOverYear
2020,M07,July,,186.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '4.3', '6': '3.3', '12': '-1.2'}}",2020-07-01,0.5,4.3,3.3,-1.2
2020,M06,June,,185.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '3.2', '3': '3.3', '6': '4.0', '12': '-0.5'}}",2020-06-01,3.2,3.3,4.0,-0.5
2020,M05,May,,179.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '-0.2', '6': '0.8', '12': '0.0'}}",2020-05-01,0.6,-0.2,0.8,0.0
2020,M04,April,,178.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.4', '3': '-1.0', '6': '-1.3', '12': '0.1'}}",2020-04-01,-0.4,-1.0,-1.3,0.1
2020,M03,March,,179.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '0.7', '6': '-4.1', '12': '0.3'}}",2020-03-01,-0.3,0.7,-4.1,0.3
2020,M02,February,,179.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '1.0', '6': '-4.5', '12': '1.2'}}",2020-02-01,-0.3,1.0,-4.5,1.2
2020,M01,January,,180.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.3', '3': '-0.3', '6': '-4.3', '12': '1.3'}}",2020-01-01,1.3,-0.3,-4.3,1.3
2019,M12,December,,178.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.0', '3': '-4.8', '6': '-4.4', '12': '1.3'}}",2019-12-01,0.0,-4.8,-4.4,1.3
2019,M11,November,,178.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-1.5', '3': '-5.5', '6': '-0.8', '12': '1.1'}}",2019-11-01,-1.5,-5.5,-0.8,1.1
2019,M10,October,,180.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-3.3', '3': '-4.0', '6': '1.3', '12': '1.9'}}",2019-10-01,-3.3,-4.0,1.3,1.9
2019,M09,September,,187.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.7', '3': '0.4', '6': '4.6', '12': '2.7'}}",2019-09-01,-0.7,0.4,4.6,2.7
2019,M08,August,,188.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '4.9', '6': '6.0', '12': '2.8'}}",2019-08-01,-0.1,4.9,6.0,2.8
2019,M07,July,,188.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.2', '3': '5.6', '6': '5.8', '12': '2.5'}}",2019-07-01,1.2,5.6,5.8,2.5
2019,M06,June,,186.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '3.7', '3': '4.2', '6': '5.9', '12': '1.2'}}",2019-06-01,3.7,4.2,5.9,1.2
2019,M05,May,,179.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.1', '6': '1.9', '12': '1.1'}}",2019-05-01,0.6,1.1,1.9,1.1
2019,M04,April,,178.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '0.2', '6': '0.6', '12': '1.3'}}",2019-04-01,-0.2,0.2,0.6,1.3
2019,M03,March,,178.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '1.6', '6': '-1.9', '12': '0.7'}}",2019-03-01,0.6,1.6,-1.9,0.7
2019,M02,February,,177.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '0.9', '6': '-3.1', '12': '-0.2'}}",2019-02-01,-0.2,0.9,-3.1,-0.2
2019,M01,January,,178.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.3', '3': '0.3', '6': '-3.2', '12': '0.3'}}",2019-01-01,1.3,0.3,-3.2,0.3
2018,M12,December,,175.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '-3.5', '6': '-4.5', '12': '0.5'}}",2018-12-01,-0.2,-3.5,-4.5,0.5
2018,M11,November,,176.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.7', '3': '-3.9', '6': '-0.8', '12': '0.5'}}",2018-11-01,-0.7,-3.9,-0.8,0.5
2018,M10,October,,177.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-2.6', '3': '-3.5', '6': '0.7', '12': '0.6'}}",2018-10-01,-2.6,-3.5,0.7,0.6
2018,M09,September,,182.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.6', '3': '-1.0', '6': '2.6', '12': '0.7'}}",2018-09-01,-0.6,-1.0,2.6,0.7
2018,M08,August,,183.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '3.2', '6': '3.0', '12': '1.0'}}",2018-08-01,-0.3,3.2,3.0,1.0
2018,M07,July,,183.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '4.4', '6': '3.6', '12': '1.3'}}",2018-07-01,-0.1,4.4,3.6,1.3
2018,M06,June,,184.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '3.6', '3': '3.7', '6': '5.1', '12': '2.1'}}",2018-06-01,3.6,3.7,5.1,2.1
2018,M05,May,,177.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.9', '3': '-0.2', '6': '1.3', '12': '1.1'}}",2018-05-01,0.9,-0.2,1.3,1.1
2018,M04,April,,176.1,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.8', '3': '-0.7', '6': '-0.1', '12': '1.2'}}",2018-04-01,-0.8,-0.7,-0.1,1.2
2018,M03,March,,177.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '1.4', '6': '-1.8', '12': '1.5'}}",2018-03-01,-0.2,1.4,-1.8,1.5
2018,M02,February,,177.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.3', '3': '1.5', '6': '-1.9', '12': '2.2'}}",2018-02-01,0.3,1.5,-1.9,2.2
2018,M01,January,,177.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.4', '3': '0.6', '6': '-2.3', '12': '3.1'}}",2018-01-01,1.4,0.6,-2.3,3.1
2017,M12,December,,175.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.2', '3': '-3.2', '6': '-2.9', '12': '2.4'}}",2017-12-01,-0.2,-3.2,-2.9,2.4
2017,M11,November,,175.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.6', '3': '-3.4', '6': '-0.2', '12': '2.6'}}",2017-11-01,-0.6,-3.4,-0.2,2.6
2017,M10,October,,176.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-2.5', '3': '-2.9', '6': '1.3', '12': '2.6'}}",2017-10-01,-2.5,-2.9,1.3,2.6
2017,M09,September,,180.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.3', '3': '0.3', '6': '3.4', '12': '2.2'}}",2017-09-01,-0.3,0.3,3.4,2.2
2017,M08,August,,181.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.1', '3': '3.3', '6': '4.3', '12': '2.8'}}",2017-08-01,-0.1,3.3,4.3,2.8
2017,M07,July,,181.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '4.3', '6': '5.5', '12': '3.3'}}",2017-07-01,0.7,4.3,5.5,3.3
2017,M06,June,,180.2,[{}],"{'net_changes': {}, 'pct_changes': {'1': '2.6', '3': '3.0', '6': '5.4', '12': '3.4'}}",2017-06-01,2.6,3.0,5.4,3.4
2017,M05,May,,175.6,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.9', '3': '0.9', '6': '2.8', '12': '3.6'}}",2017-05-01,0.9,0.9,2.8,3.6
2017,M04,April,,174.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.5', '3': '1.2', '6': '1.3', '12': '3.3'}}",2017-04-01,-0.5,1.2,1.3,3.3
2017,M03,March,,174.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '2.3', '6': '-1.1', '12': '2.8'}}",2017-03-01,0.5,2.3,-1.1,2.8
2017,M02,February,,174.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '1.2', '3': '1.9', '6': '-1.4', '12': '3.4'}}",2017-02-01,1.2,1.9,-1.4,3.4
2017,M01,January,,172.0,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.6', '3': '0.1', '6': '-2.1', '12': '1.7'}}",2017-01-01,0.6,0.1,-2.1,1.7
2016,M12,December,,170.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.1', '3': '-3.4', '6': '-2.0', '12': '1.1'}}",2016-12-01,0.1,-3.4,-2.0,1.1
2016,M11,November,,170.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-0.6', '3': '-3.2', '6': '0.8', '12': '1.1'}}",2016-11-01,-0.6,-3.2,0.8,1.1
2016,M10,October,,171.8,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-2.9', '3': '-2.2', '6': '2.0', '12': '0.7'}}",2016-10-01,-2.9,-2.2,2.0,0.7
2016,M09,September,,176.9,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.2', '3': '1.5', '6': '3.9', '12': '0.9'}}",2016-09-01,0.2,1.5,3.9,0.9
2016,M08,August,,176.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.5', '3': '4.1', '6': '4.9', '12': '0.3'}}",2016-08-01,0.5,4.1,4.9,0.3
2016,M07,July,,175.7,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.8', '3': '4.3', '6': '3.8', '12': '-0.3'}}",2016-07-01,0.8,4.3,3.8,-0.3
2016,M06,June,,174.3,[{}],"{'net_changes': {}, 'pct_changes': {'1': '2.8', '3': '2.4', '6': '3.1', '12': '-0.6'}}",2016-06-01,2.8,2.4,3.1,-0.6
2016,M05,May,,169.5,[{}],"{'net_changes': {}, 'pct_changes': {'1': '0.7', '3': '0.8', '6': '0.3', '12': '-0.3'}}",2016-05-01,0.7,0.8,0.3,-0.3
2016,M04,April,,168.4,[{}],"{'net_changes': {}, 'pct_changes': {'1': '-1.1', '3': '-0.5', '6': '-1.3', '12': '-0.6'}}",2016-04-01,-1.1,-0.5,-1.3,-0.6
