,ds,y,AAPL_Open,MSFT_Open,AMZN_Open,NVDA_Open,GOOGL_Open,META_Open,GOOG_Open,TSLA_Open,BRK.B_Open,UNH_Open,LLY_Open,JPM_Open,AVGO_Open,V_Open,XOM_Open,JNJ_Open,MA_Open,PG_Open,HD_Open,ADBE_Open,COST_Open,ABBV_Open,MRK_Open,CVX_Open,CRM_Open,KO_Open,PEP_Open,WMT_Open,BAC_Open,ACN_Open,AAPL_Assets_val,AAPL_LiabilitiesAndStockholdersEquity_val,AAPL_NetCashProvidedByUsedInFinancingActivities_val,AAPL_NetCashProvidedByUsedInInvestingActivities_val,MSFT_Assets_val,MSFT_LiabilitiesAndStockholdersEquity_val,MSFT_NetCashProvidedByUsedInFinancingActivities_val,MSFT_NetCashProvidedByUsedInInvestingActivities_val,AMZN_Assets_val,AMZN_LiabilitiesAndStockholdersEquity_val,AMZN_NetCashProvidedByUsedInFinancingActivities_val,AMZN_NetCashProvidedByUsedInInvestingActivities_val,NVDA_Assets_val,NVDA_LiabilitiesAndStockholdersEquity_val,NVDA_NetCashProvidedByUsedInFinancingActivities_val,NVDA_NetCashProvidedByUsedInInvestingActivities_val,GOOGL_Assets_val,GOOGL_LiabilitiesAndStockholdersEquity_val,GOOGL_NetCashProvidedByUsedInFinancingActivities_val,GOOGL_NetCashProvidedByUsedInInvestingActivities_val,META_Assets_val,META_LiabilitiesAndStockholdersEquity_val,META_NetCashProvidedByUsedInFinancingActivities_val,META_NetCashProvidedByUsedInInvestingActivities_val,GOOG_Assets_val,GOOG_LiabilitiesAndStockholdersEquity_val,GOOG_NetCashProvidedByUsedInFinancingActivities_val,GOOG_NetCashProvidedByUsedInInvestingActivities_val,TSLA_Assets_val,TSLA_LiabilitiesAndStockholdersEquity_val,TSLA_NetCashProvidedByUsedInFinancingActivities_val,TSLA_NetCashProvidedByUsedInInvestingActivities_val,BRK.B_Assets_val,BRK.B_LiabilitiesAndStockholdersEquity_val,BRK.B_NetCashProvidedByUsedInFinancingActivities_val,BRK.B_NetCashProvidedByUsedInInvestingActivities_val,UNH_Assets_val,UNH_LiabilitiesAndStockholdersEquity_val,UNH_NetCashProvidedByUsedInFinancingActivities_val,UNH_NetCashProvidedByUsedInInvestingActivities_val,LLY_Assets_val,LLY_LiabilitiesAndStockholdersEquity_val,LLY_NetCashProvidedByUsedInFinancingActivities_val,LLY_NetCashProvidedByUsedInInvestingActivities_val,JPM_Assets_val,JPM_LiabilitiesAndStockholdersEquity_val,JPM_NetCashProvidedByUsedInFinancingActivities_val,JPM_NetCashProvidedByUsedInInvestingActivities_val,AVGO_Assets_val,AVGO_LiabilitiesAndStockholdersEquity_val,AVGO_NetCashProvidedByUsedInFinancingActivities_val,AVGO_NetCashProvidedByUsedInInvestingActivities_val,V_Assets_val,V_LiabilitiesAndStockholdersEquity_val,V_NetCashProvidedByUsedInFinancingActivities_val,V_NetCashProvidedByUsedInInvestingActivities_val,XOM_Assets_val,XOM_LiabilitiesAndStockholdersEquity_val,XOM_NetCashProvidedByUsedInFinancingActivities_val,XOM_NetCashProvidedByUsedInInvestingActivities_val,JNJ_Assets_val,JNJ_LiabilitiesAndStockholdersEquity_val,JNJ_NetCashProvidedByUsedInFinancingActivities_val,JNJ_NetCashProvidedByUsedInInvestingActivities_val,MA_Assets_val,MA_LiabilitiesAndStockholdersEquity_val,MA_NetCashProvidedByUsedInFinancingActivities_val,MA_NetCashProvidedByUsedInInvestingActivities_val,PG_Assets_val,PG_LiabilitiesAndStockholdersEquity_val,PG_NetCashProvidedByUsedInFinancingActivities_val,PG_NetCashProvidedByUsedInInvestingActivities_val,HD_Assets_val,HD_LiabilitiesAndStockholdersEquity_val,HD_NetCashProvidedByUsedInFinancingActivities_val,HD_NetCashProvidedByUsedInInvestingActivities_val,ADBE_Assets_val,ADBE_LiabilitiesAndStockholdersEquity_val,ADBE_NetCashProvidedByUsedInFinancingActivities_val,ADBE_NetCashProvidedByUsedInInvestingActivities_val,COST_Assets_val,COST_LiabilitiesAndStockholdersEquity_val,COST_NetCashProvidedByUsedInFinancingActivities_val,COST_NetCashProvidedByUsedInInvestingActivities_val,ABBV_Assets_val,ABBV_LiabilitiesAndStockholdersEquity_val,ABBV_NetCashProvidedByUsedInFinancingActivities_val,ABBV_NetCashProvidedByUsedInInvestingActivities_val,MRK_Assets_val,MRK_LiabilitiesAndStockholdersEquity_val,MRK_NetCashProvidedByUsedInFinancingActivities_val,MRK_NetCashProvidedByUsedInInvestingActivities_val,CVX_Assets_val,CVX_LiabilitiesAndStockholdersEquity_val,CVX_NetCashProvidedByUsedInFinancingActivities_val,CVX_NetCashProvidedByUsedInInvestingActivities_val,CRM_Assets_val,CRM_LiabilitiesAndStockholdersEquity_val,CRM_NetCashProvidedByUsedInFinancingActivities_val,CRM_NetCashProvidedByUsedInInvestingActivities_val,KO_Assets_val,KO_LiabilitiesAndStockholdersEquity_val,KO_NetCashProvidedByUsedInFinancingActivities_val,KO_NetCashProvidedByUsedInInvestingActivities_val,PEP_Assets_val,PEP_LiabilitiesAndStockholdersEquity_val,PEP_NetCashProvidedByUsedInFinancingActivities_val,PEP_NetCashProvidedByUsedInInvestingActivities_val,WMT_Assets_val,WMT_LiabilitiesAndStockholdersEquity_val,WMT_NetCashProvidedByUsedInFinancingActivities_val,WMT_NetCashProvidedByUsedInInvestingActivities_val,BAC_Assets_val,BAC_LiabilitiesAndStockholdersEquity_val,BAC_NetCashProvidedByUsedInFinancingActivities_val,BAC_NetCashProvidedByUsedInInvestingActivities_val,ACN_Assets_val,ACN_LiabilitiesAndStockholdersEquity_val,ACN_NetCashProvidedByUsedInFinancingActivities_val,ACN_NetCashProvidedByUsedInInvestingActivities_val,CPI_YearOverYear,CPI_MonthOverMonth,ConsumerExpenditureSurvey_YearOverYear,PPI_manufacturing_YearOverYear,PPI_manufacturing_MonthOverMonth,PPI_industry_YearOverYear,PPI_industry_MonthOverMonth,PPI_commod_YearOverYear,PPI_commod_MonthOverMonth,unemployment_YearOverYear,unemployment_MonthOverMonth,Domestic Series,Federal Financing Bank,Foreign Series,Government Account Series,Government Account Series Inflation Securities,Hope Bonds,R.E.A. Series,Special Purpose Vehicle,State and Local Government Series,Total Interest-bearing Debt,Total Marketable,Total Non-marketable,Treasury Bills,Treasury Bonds,Treasury Floating Rate Notes (FRN),Treasury Inflation-Protected Securities (TIPS),Treasury Notes,United States Savings Inflation Securities,United States Savings Securities,sentiment
0,2008-01-02,1447.1600341796875,6.032753906261583,26.043342756803955,4.767499923706055,7.824953142582768,17.339088439941406,,17.25706672668457,,,46.3217661534488,32.22254571399176,29.01348611838906,,,52.995472230795045,41.58974360573764,20.138689498674527,46.0778910191245,18.050755463905244,42.900001525878906,49.877662635009415,,31.56623059211339,50.521450965359016,15.762499809265137,18.715424585118505,47.98310826832152,33.40635168938379,31.09658435973345,27.10043111487172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2008-01-03,1447.1600341796875,5.915898222716207,25.62856771498433,4.802999973297119,7.613965152670908,17.148649215698242,,17.067527770996094,,,45.96537059988108,31.77652765666702,28.207375427870183,,,52.83221631388014,41.08363346180912,19.8300083879212,45.33904638502009,17.458603325737986,41.54999923706055,49.08256204025446,,31.18624466631287,50.4354165869034,15.0,18.63014330548213,47.342571169727925,32.92015327365959,30.42267960519522,27.189832997197207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2008-01-04,1411.6300048828125,5.796010362785205,25.606732151424232,4.663000106811523,7.286016170579387,17.009258270263672,,16.928796768188477,,,45.811486517282646,31.66803745187953,27.58779393526325,,,52.48322637274169,41.06488739253823,18.929823503776213,44.89446393353127,17.006168294641558,41.29999923706055,47.92211236201765,,30.914815553427744,50.47843032011799,15.0024995803833,18.785472622622,47.27978473880479,32.34940465704929,29.95095361691708,26.176730641518915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2008-01-07,1416.1800537109375,5.487210882391559,25.141029221843866,4.431000232696533,6.925957144616722,16.364864349365234,,16.287450790405273,,,44.98530995769149,31.46912831955832,27.381268838392923,,,52.06668487590065,41.08986922967029,18.64239546678581,45.23257479506977,16.673497745251503,40.38999938964844,47.02669605752005,,30.99082092964372,50.40317015964288,14.479999542236328,18.913391074622943,47.63773495928956,32.271893542299246,29.988382442678333,26.176725357210845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2008-01-08,1390.18994140625,5.453608213505797,25.25745947420325,4.377500057220459,6.203547780858647,16.341341018676758,,16.2640380859375,,,46.2083725001652,33.04229139569567,27.6211141281817,,,51.70645461624621,41.89592765762298,18.56845285647653,45.52060410431262,16.999512081540015,39.900001525878906,47.28457458007061,,31.53366724426072,49.68803630521889,14.4399995803833,19.367196375686188,48.8873699348048,32.82854162440103,30.085720729084024,25.43924947120515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2008-01-09,1409.1300048828125,5.185982826517564,24.275100564989184,4.377999782562256,6.384722997385703,15.766766548156738,,15.692181587219238,,,45.43080763982741,33.78364463295225,26.37528384417518,,,50.72141101581001,41.858438228454816,18.220889471084547,45.42042922973633,16.46724660838237,39.40999984741211,46.75450738092083,,32.40763794342985,48.865371362558975,13.604999542236328,19.37632763066669,48.98159323737582,32.39169021056297,28.7379274291882,25.60313127713456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2008-01-10,1420.3299560546875,5.376106601701934,24.995490838351525,4.198999881744385,6.444350553379527,16.14139175415039,,16.065034866333008,,,45.28501168197597,34.08501671064465,26.495210112384505,,,51.08163123040838,42.13336801151901,17.6548447056015,45.12612970187847,16.307561174047375,39.34000015258789,47.65706893956343,,32.63562445864598,49.25250176619549,13.494999885559082,19.796629235384756,49.446264426081086,33.18791833067796,28.75290529685964,25.11893161146118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2008-01-11,1401.02001953125,5.328271769112758,24.842687483141056,4.201499938964844,6.334270038588456,16.08358383178711,,16.00749969482422,,,45.10681092176955,34.000624751531404,27.23470857449709,,,51.22799658755174,42.07711818391439,17.52719152185283,45.27016311305115,16.700112734121117,38.84000015258789,49.69858095665538,,32.58677033457247,49.25250960969748,13.890000343322754,19.912368310014006,49.615845192457655,33.8643441906381,29.50916939840823,25.059335983473613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2008-01-14,1416.25,5.374290824203079,25.07554536684476,4.109000205993652,6.295279546667206,16.2947940826416,,16.21771240234375,,,45.56040456648601,34.4888662215912,27.49452052424579,,,51.13228513080371,42.67072491545833,16.699403992356448,44.343467114155295,16.700115618730155,38.47999954223633,47.97941105288059,,32.50533449290332,49.04819082910403,13.817500114440918,19.41592419490907,49.13857906044579,33.80800059835231,29.022453947264932,24.955045124840854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2008-01-15,1380.949951171875,5.380345383710534,24.762639632835462,4.024499893188477,6.364080535924302,16.163663864135742,,16.087200164794922,,,44.55602679303996,34.35625854708907,27.134771876665795,,,50.59756279114251,42.30206365366884,16.07044902529035,43.8300339393138,16.666844161960732,38.08000183105469,45.88775269841617,,31.98964089983803,48.37068182904625,13.595000267028809,19.37936907147821,47.738189240178365,33.11042404174805,29.052426519727195,24.835859434008466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2008-01-16,1373.199951171875,5.002218021031952,24.318760317890465,3.9790000915527344,5.74487459765275,15.739990234375,,15.665532112121582,,,44.22394834218765,33.934345599522295,26.95489828263401,,,49.78700660595461,42.07088114584269,16.019584477942,43.57924846968789,16.833183194675968,37.75,45.84477716751877,,31.39794243417468,47.15012318400693,13.432499885559082,19.272772398550824,46.68948516774071,32.891977939902745,28.21379069977011,24.701771093707265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2008-01-17,1333.25,4.889597197823411,24.406076424637053,4.007999897003174,5.522418381132357,15.53453540802002,,15.461048126220703,,,44.985327737445054,33.825840855531894,27.694390892800424,,,49.23538003330373,42.72071815714733,16.119483378630697,43.39047048217011,17.54509554869964,37.18999862670898,45.90922512720967,,31.39795246223626,46.5102800674669,13.744999885559082,19.26363830343371,46.28131112992979,33.504985407567034,29.32947499896612,25.40200082582876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2008-01-18,1325.18994140625,4.895652807317247,24.129568009975227,3.996500015258789,5.359589709197991,15.224224090576172,,15.152206420898438,,,44.25635140135327,32.963908324367026,26.808331900545884,,,47.28217998376199,42.58951501866313,16.517190326492173,43.044361792532335,17.604976826012013,35.040000915527344,45.64418248262424,,29.932274653574652,44.493937906180015,13.61750030517578,18.986486646328363,45.55287585097593,33.74457085345453,27.89181509112004,25.036985553852105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
